,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365A,B365D
310,2025-04-12,Brighton,Leicester,2,2,D,1,1,D,1.29,10.0,6.0
311,2025-04-12,Nott'm Forest,Everton,0,1,A,0,0,D,2.1,3.7,3.3
312,2025-04-12,Southampton,Aston Villa,0,3,A,0,0,D,6.0,1.55,4.2
313,2025-04-12,Arsenal,Brentford,1,1,D,0,0,D,1.6,5.0,4.33
314,2025-04-13,Chelsea,Ipswich,2,2,D,0,2,A,1.27,8.5,7.0
315,2025-04-13,Liverpool,West Ham,2,1,H,1,0,H,1.3,8.0,6.0
316,2025-04-13,Wolves,Tottenham,4,2,H,2,0,H,2.2,3.1,3.6
317,2025-04-13,Newcastle,Man United,4,1,H,1,1,D,1.65,4.75,4.2
318,2025-04-14,Bournemouth,Fulham,1,0,H,1,0,H,2.15,3.3,3.5
319,2025-04-16,Newcastle,Crystal Palace,5,0,H,4,0,H,1.67,5.0,3.9
320,2025-04-19,Brentford,Brighton,4,2,H,1,1,D,2.4,2.63,3.75
321,2025-04-19,Crystal Palace,Bournemouth,0,0,D,0,0,D,2.45,2.63,3.6
322,2025-04-19,Everton,Man City,0,2,A,0,0,D,3.7,1.91,3.6
323,2025-04-19,West Ham,Southampton,1,1,D,0,0,D,1.48,6.5,4.33
324,2025-04-19,Aston Villa,Newcastle,4,1,H,1,1,D,2.3,2.75,3.6
325,2025-04-20,Fulham,Chelsea,1,2,A,1,0,H,2.7,2.35,3.7
326,2025-04-20,Ipswich,Arsenal,0,4,A,0,2,A,8.0,1.4,4.5
327,2025-04-20,Man United,Wolves,0,1,A,0,0,D,2.0,3.6,3.6
328,2025-04-20,Leicester,Liverpool,0,1,A,0,0,D,11.0,1.22,6.25
329,2025-04-21,Tottenham,Nott'm Forest,1,2,A,0,2,A,2.45,2.63,3.6
330,2025-04-22,Man City,Aston Villa,2,1,H,1,1,D,1.8,3.9,4.1
331,2025-04-23,Arsenal,Crystal Palace,2,2,D,2,1,H,1.4,7.5,4.75
332,2025-04-26,Chelsea,Everton,1,0,H,1,0,H,1.55,6.0,4.0
333,2025-04-26,Brighton,West Ham,3,2,H,1,0,H,1.67,4.75,4.2
334,2025-04-26,Newcastle,Ipswich,3,0,H,1,0,H,1.18,13.0,7.5
335,2025-04-26,Southampton,Fulham,1,2,A,1,0,H,5.25,1.6,4.0
336,2025-04-26,Wolves,Leicester,3,0,H,1,0,H,1.5,6.25,4.2
337,2025-04-27,Bournemouth,Man United,1,1,D,1,0,H,1.67,4.5,4.0
338,2025-04-27,Liverpool,Tottenham,5,1,H,3,1,H,1.25,11.0,6.0
339,2025-05-01,Nott'm Forest,Brentford,0,2,A,0,1,A,2.15,3.25,3.5
340,2025-05-02,Man City,Wolves,1,0,H,1,0,H,1.4,7.5,4.75
341,2025-05-03,Aston Villa,Fulham,1,0,H,1,0,H,1.77,4.5,3.75
342,2025-05-03,Everton,Ipswich,2,2,D,2,1,H,1.45,6.5,4.33
343,2025-05-03,Leicester,Southampton,2,0,H,2,0,H,2.3,2.88,3.6
344,2025-05-03,Arsenal,Bournemouth,1,2,A,1,0,H,2.05,3.4,3.7
345,2025-05-04,Brentford,Man United,4,3,H,2,1,H,1.65,4.75,4.1
346,2025-05-04,Brighton,Newcastle,1,1,D,1,0,H,2.88,2.3,3.7
347,2025-05-04,West Ham,Tottenham,1,1,D,1,1,D,2.1,3.25,3.7
348,2025-05-04,Chelsea,Liverpool,3,1,H,1,0,H,2.15,3.1,3.7
349,2025-05-05,Crystal Palace,Nott'm Forest,1,1,D,0,0,D,2.25,3.2,3.4
