,Unnamed: 0,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTGS,ATGS,HTGC,ATGC,HHGS,AHGS,HHGC,AHGC,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,MW
168,6164,2025-01-19,NEC Nijmegen,Fortuna Sittard,4,1,H,1,3,24,25,24,28,13,16,17,12,20,25,W,L,L,W,D,W,L,D,L,D,19
169,6165,2025-01-19,Sparta Rotterdam,Waalwijk,1,1,D,1,0,15,19,27,43,10,13,8,21,13,7,D,L,L,D,D,L,L,L,L,D,19
170,6166,2025-01-24,Heracles,Utrecht,1,1,D,0,1,21,36,34,29,21,13,13,13,18,39,W,W,D,L,L,D,D,W,L,D,19
171,6167,2025-01-25,PSV Eindhoven,NAC Breda,3,2,H,2,1,62,23,18,32,25,21,22,12,46,25,L,W,D,L,W,L,L,L,W,W,20
172,6168,2025-01-25,Groningen,Heerenveen,1,0,H,0,1,16,21,28,35,18,23,15,19,20,24,W,L,L,W,D,L,L,W,D,W,20
173,6169,2025-01-26,Fortuna Sittard,PEC Zwolle,1,4,A,0,1,26,19,32,28,19,12,13,17,25,20,L,W,L,L,W,D,W,L,D,D,20
174,6170,2025-01-26,Waalwijk,Willem II,2,0,H,1,1,20,24,44,26,13,13,22,16,8,23,D,D,L,L,D,W,L,W,L,L,20
175,6171,2025-01-26,AZ Alkmaar,Sparta Rotterdam,1,2,A,0,1,33,16,19,28,12,11,16,8,34,14,D,D,D,D,W,L,W,D,W,L,20
176,6172,2025-01-28,Heracles,Groningen,1,1,D,1,0,22,16,35,28,21,18,14,15,19,20,D,W,W,L,D,D,L,L,D,D,20
177,6173,2025-01-31,NAC Breda,Heracles,1,1,D,1,0,23,22,32,35,21,21,12,14,25,19,W,D,L,W,L,D,L,L,W,D,20
178,6174,2025-02-01,PEC Zwolle,Utrecht,3,3,D,2,1,19,36,28,29,12,13,17,13,20,40,W,D,L,W,D,L,L,D,D,W,20
179,6175,2025-02-01,Heerenveen,Fortuna Sittard,2,2,D,1,1,21,26,35,32,23,19,19,13,24,25,L,L,W,L,L,W,W,W,W,D,20
180,6176,2025-02-01,NEC Nijmegen,PSV Eindhoven,3,3,D,0,3,31,65,28,20,14,27,23,23,24,49,D,W,W,L,W,D,L,W,D,L,21
181,6177,2025-02-02,Almere City FC,Waalwijk,1,4,A,1,0,11,22,43,44,11,14,13,23,10,11,L,W,L,D,D,L,W,D,L,L,21
182,6178,2025-02-02,Ajax,Feyenoord,2,1,H,1,1,43,43,18,26,21,17,14,16,48,36,W,L,W,D,W,L,W,L,W,W,21
183,6179,2025-02-02,GO Ahead Eagles,Twente,2,2,D,1,1,37,41,30,27,16,17,23,25,32,35,D,D,W,L,W,W,W,L,D,W,21
184,6180,2025-02-02,Sparta Rotterdam,Groningen,1,0,H,0,1,18,17,29,29,12,18,8,16,17,21,W,D,D,W,D,L,L,D,D,L,21
185,6181,2025-02-02,Willem II,AZ Alkmaar,0,2,A,0,0,24,34,28,21,14,12,17,17,23,34,L,L,D,D,L,D,W,W,W,W,21
186,6182,2025-02-08,Heracles,GO Ahead Eagles,4,2,H,1,3,23,37,36,30,22,16,14,23,20,32,D,D,D,W,W,W,D,W,L,D,21
187,6183,2025-02-08,PSV Eindhoven,Willem II,1,1,D,0,1,65,24,20,28,27,14,23,17,49,23,W,L,L,D,D,L,W,W,L,W,21
188,6184,2025-02-08,Groningen,NEC Nijmegen,2,1,H,2,0,17,31,29,28,18,14,16,23,21,24,D,D,W,W,L,W,D,L,L,D,21
189,6185,2025-02-08,Feyenoord,Sparta Rotterdam,3,0,H,1,2,46,19,26,29,18,12,18,9,39,20,W,W,L,W,D,D,L,D,L,L,22
190,6186,2025-02-09,Utrecht,Almere City FC,0,1,A,0,0,40,12,33,43,15,11,15,13,42,13,D,W,D,L,D,L,W,D,L,W,22
191,6187,2025-02-09,Fortuna Sittard,Ajax,0,2,A,0,0,29,45,38,18,20,21,15,14,26,51,D,W,L,W,L,W,L,W,W,W,22
192,6188,2025-02-09,Waalwijk,NAC Breda,5,0,H,3,2,26,26,45,36,14,23,24,14,14,26,W,D,W,L,D,W,L,L,D,L,22
193,6189,2025-02-09,AZ Alkmaar,PEC Zwolle,2,0,H,1,1,36,26,21,32,12,15,17,18,37,24,W,D,L,W,D,W,D,L,W,D,22
194,6190,2025-02-09,Heerenveen,Twente,3,3,D,1,2,23,44,38,30,25,19,20,26,25,36,D,D,L,D,L,L,W,W,L,L,22
195,6191,2025-02-14,GO Ahead Eagles,Sparta Rotterdam,1,0,H,1,0,39,19,34,29,19,12,24,9,32,20,L,W,D,W,W,D,W,D,W,L,22
196,6192,2025-02-15,PSV Eindhoven,Utrecht,2,2,D,1,1,68,40,23,33,30,15,23,15,50,42,D,D,W,D,L,D,D,W,W,L,22
197,6193,2025-02-15,NAC Breda,Feyenoord,0,0,D,0,0,26,46,36,26,23,18,14,18,26,39,D,W,L,L,W,D,L,L,L,L,22
198,6194,2025-02-15,Willem II,Groningen,1,3,A,0,1,25,19,31,31,15,21,17,16,24,24,D,W,L,L,L,D,D,W,L,L,23
199,6195,2025-02-16,NEC Nijmegen,Almere City FC,2,2,D,1,1,34,14,32,45,15,12,26,14,25,14,D,D,L,W,D,L,W,L,W,D,23
200,6196,2025-02-16,PEC Zwolle,Heerenveen,1,1,D,1,0,26,26,34,41,16,26,19,22,24,26,L,D,D,D,W,L,W,L,L,W,23
201,6197,2025-02-16,Twente,Waalwijk,2,0,H,1,1,46,31,30,45,20,17,27,26,39,17,W,W,D,W,D,W,L,D,W,L,23
202,6198,2025-02-16,Ajax,Heracles,4,0,H,2,2,49,28,18,39,23,23,16,18,54,24,W,W,W,D,W,D,W,D,W,W,23
203,6199,2025-02-22,Feyenoord,Almere City FC,2,1,H,1,1,46,14,26,45,18,12,18,14,40,14,D,D,W,W,L,L,D,L,L,D,23
204,6200,2025-02-23,Ajax,GO Ahead Eagles,2,0,H,0,2,49,40,18,34,23,20,16,24,54,35,W,W,W,L,W,D,W,W,W,W,23
205,6201,2025-02-23,Twente,NEC Nijmegen,2,0,H,1,1,46,34,30,32,20,15,27,26,39,25,W,D,D,L,D,D,L,W,W,W,23
206,6202,2025-02-23,AZ Alkmaar,Fortuna Sittard,1,0,H,0,1,38,29,21,40,13,20,18,15,40,26,W,L,W,D,L,L,D,L,D,L,23
207,6203,2025-02-28,Waalwijk,Fortuna Sittard,1,2,A,0,1,31,29,47,41,18,21,27,15,17,26,L,L,W,L,W,D,W,L,D,L,24
208,6204,2025-03-01,Utrecht,NAC Breda,1,0,H,0,1,42,26,36,41,16,25,16,17,43,27,D,D,L,L,D,D,D,L,D,W,24
209,6205,2025-03-01,GO Ahead Eagles,PSV Eindhoven,3,2,H,1,2,40,71,36,26,22,31,24,25,35,52,L,D,W,D,L,D,D,W,W,L,24
210,6206,2025-03-01,Groningen,Twente,1,1,D,1,0,22,48,32,30,22,21,16,28,27,42,W,W,W,W,L,D,D,D,W,L,24
211,6207,2025-03-01,Feyenoord,NEC Nijmegen,0,0,D,0,0,48,34,27,34,19,16,19,27,43,25,W,L,D,D,W,L,L,D,D,W,24
212,6208,2025-03-02,Heerenveen,AZ Alkmaar,3,1,H,1,2,27,39,42,21,26,13,23,19,27,43,D,W,D,W,D,W,L,L,L,D,24
213,6209,2025-03-02,Heracles,PEC Zwolle,4,2,H,2,2,28,27,43,35,25,17,20,19,24,25,L,D,W,L,D,D,D,W,D,W,24
214,6210,2025-03-02,Almere City FC,Ajax,0,1,A,0,0,15,51,47,18,13,23,15,18,14,57,L,W,D,W,W,W,L,W,L,W,24
215,6211,2025-03-02,Sparta Rotterdam,Willem II,4,0,H,1,3,19,26,33,34,14,15,11,18,20,24,L,L,L,D,W,L,W,L,D,D,24
216,6212,2025-03-07,NAC Breda,Sparta Rotterdam,1,1,D,0,1,26,23,42,33,26,15,17,14,27,23,L,W,D,L,L,L,D,W,L,W,25
217,6213,2025-03-08,Fortuna Sittard,Heracles,1,0,H,0,1,31,32,42,45,22,27,15,22,29,27,W,W,L,L,L,W,D,D,L,D,25
218,6214,2025-03-08,PSV Eindhoven,Heerenveen,2,1,H,1,1,73,30,29,43,33,27,26,25,52,30,L,W,D,D,D,D,D,D,W,L,25
219,6215,2025-03-09,Willem II,Utrecht,2,3,A,1,1,26,43,38,36,18,16,19,17,24,46,L,W,L,D,D,L,L,D,L,D,25
220,6216,2025-03-09,PEC Zwolle,Ajax,0,1,A,0,0,29,52,39,18,19,23,21,18,25,60,L,W,D,W,L,W,D,W,W,W,25
221,6217,2025-03-09,NEC Nijmegen,GO Ahead Eagles,2,3,A,0,2,34,43,34,38,16,23,27,26,26,38,D,W,L,L,D,W,L,L,D,D,25
222,6218,2025-03-09,Twente,Almere City FC,1,0,H,1,0,49,15,31,48,21,13,29,15,43,14,D,L,W,L,W,D,D,W,D,L,25
223,6219,2025-03-14,Almere City FC,NAC Breda,1,1,D,1,0,15,26,48,42,13,26,15,17,14,27,L,L,L,D,D,L,W,D,L,L,25
224,6220,2025-03-15,Utrecht,NEC Nijmegen,0,1,A,0,0,43,34,36,34,16,16,17,27,46,26,W,D,D,L,L,D,D,L,D,D,25
225,6221,2025-03-15,Sparta Rotterdam,PEC Zwolle,1,1,D,0,1,24,29,34,40,16,19,14,21,24,25,D,L,W,L,L,D,L,L,W,D,26
226,6222,2025-03-15,Waalwijk,PSV Eindhoven,0,3,A,0,0,32,75,52,30,18,34,28,27,17,55,L,W,L,L,L,D,W,D,W,D,26
227,6223,2025-03-15,Heerenveen,Heracles,1,1,D,1,0,31,32,45,46,28,28,26,22,30,27,L,L,W,W,D,L,D,W,D,D,26
228,6224,2025-03-16,GO Ahead Eagles,Willem II,1,0,H,0,1,46,28,40,41,25,19,26,20,41,24,W,L,W,L,L,L,W,D,L,L,26
229,6225,2025-03-16,Groningen,Fortuna Sittard,1,0,H,0,1,24,32,33,42,23,22,17,16,31,32,W,W,D,W,W,L,W,L,L,D,26
230,6226,2025-03-16,Twente,Feyenoord,2,6,A,1,1,50,54,31,29,22,20,29,20,46,47,W,W,D,D,W,W,W,D,D,W,26
231,6227,2025-03-16,Ajax,AZ Alkmaar,2,2,D,0,2,53,42,18,26,23,17,18,20,63,44,W,D,W,L,W,W,W,W,W,W,26
232,6228,2025-03-29,NAC Breda,Groningen,1,1,D,0,1,27,24,43,33,26,23,18,17,28,31,D,W,L,D,D,W,L,W,D,L,26
233,6229,2025-03-29,Willem II,Almere City FC,0,2,A,0,0,28,15,41,49,19,13,20,16,24,14,L,L,L,L,L,L,D,D,L,W,26
234,6230,2025-03-29,Fortuna Sittard,Sparta Rotterdam,0,3,A,0,0,32,25,43,35,23,16,16,15,32,25,L,D,W,D,W,W,L,L,L,L,27
235,6231,2025-03-29,PEC Zwolle,Waalwijk,2,0,H,0,2,30,32,41,54,20,20,21,28,26,17,D,L,L,L,L,L,D,L,L,W,27
236,6232,2025-03-29,NEC Nijmegen,AZ Alkmaar,3,3,D,1,2,37,45,37,29,16,19,29,21,29,45,W,D,L,D,D,L,L,W,D,W,27
237,6233,2025-03-30,Utrecht,Heerenveen,2,0,H,1,1,46,32,39,46,17,29,18,26,49,31,L,D,W,L,W,W,D,D,L,D,27
238,6234,2025-03-30,PSV Eindhoven,Ajax,0,2,A,0,0,78,55,30,20,34,23,27,20,58,64,W,D,W,W,L,W,D,W,D,W,27
239,6235,2025-03-30,Heracles,Twente,2,1,H,1,1,33,52,47,37,28,23,23,30,28,46,D,L,L,W,W,D,L,W,W,W,27
240,6236,2025-03-30,Feyenoord,GO Ahead Eagles,3,2,H,1,2,57,47,31,40,21,25,22,27,50,44,W,W,W,W,D,W,W,L,D,W,27
241,6237,2025-04-01,AZ Alkmaar,Waalwijk,2,2,D,1,1,45,32,29,54,19,20,21,28,45,17,D,L,D,L,L,L,W,L,W,W,27
242,6238,2025-04-02,Feyenoord,Groningen,4,1,H,2,2,57,25,31,34,21,24,22,17,50,32,W,D,W,W,D,D,W,W,D,W,27
243,6239,2025-04-04,Heerenveen,Willem II,3,1,H,2,1,32,28,48,44,30,20,27,20,31,24,L,L,D,L,L,L,W,L,D,L,28
244,6240,2025-04-05,AZ Alkmaar,Feyenoord,0,1,A,0,0,47,61,31,32,20,23,22,24,46,53,D,W,D,W,D,W,L,D,W,W,28
245,6241,2025-04-05,Twente,Fortuna Sittard,1,1,D,1,0,53,32,39,46,24,23,31,16,46,32,L,L,L,L,W,W,D,W,W,L,28
246,6242,2025-04-05,Groningen,PSV Eindhoven,1,3,A,1,0,26,78,38,32,26,34,19,27,32,58,L,L,D,W,W,W,D,L,W,D,28
247,6243,2025-04-05,Almere City FC,PEC Zwolle,2,2,D,0,2,18,32,50,41,14,20,16,23,18,29,W,W,D,D,L,L,L,L,L,D,28
248,6244,2025-04-06,Waalwijk,Heracles,0,0,D,0,0,34,35,56,48,21,29,29,24,18,31,D,W,L,D,L,L,L,W,L,L,28
249,6245,2025-04-06,GO Ahead Eagles,Utrecht,2,2,D,2,0,49,48,43,39,27,18,28,19,44,52,L,W,W,L,W,W,W,W,L,D,28
250,6246,2025-04-06,Sparta Rotterdam,NEC Nijmegen,2,0,H,1,1,28,40,35,40,16,17,15,31,28,30,W,D,D,W,D,L,W,D,L,L,28
251,6247,2025-04-06,Ajax,NAC Breda,3,1,H,2,1,57,29,20,45,23,26,20,20,67,30,W,D,D,D,W,D,W,L,W,D,28
252,6248,2025-04-11,NEC Nijmegen,Waalwijk,2,1,H,0,2,40,34,42,56,18,21,32,29,30,19,L,D,D,D,W,L,L,L,D,L,29
253,6249,2025-04-12,Fortuna Sittard,Feyenoord,0,2,A,0,0,33,62,47,32,23,23,17,24,33,56,D,W,L,W,L,W,W,W,W,D,29
254,6250,2025-04-12,Sparta Rotterdam,Heerenveen,3,1,H,1,2,30,35,35,49,17,32,16,28,31,34,W,W,W,L,D,D,D,L,W,W,29
255,6251,2025-04-12,PSV Eindhoven,Almere City FC,5,0,H,4,1,81,20,33,52,34,14,28,18,61,19,W,D,L,W,W,D,W,L,L,L,29
256,6252,2025-04-12,NAC Breda,GO Ahead Eagles,1,1,D,0,1,30,51,48,45,27,29,22,28,30,45,L,D,D,L,D,W,D,W,L,W,29
257,6253,2025-04-13,Utrecht,Groningen,3,1,H,3,0,50,27,41,41,18,27,21,19,53,32,D,L,W,L,L,D,W,W,W,D,29
258,6254,2025-04-13,PEC Zwolle,Twente,1,1,D,0,1,34,54,43,40,22,25,23,31,30,47,D,D,W,L,D,L,L,W,L,D,29
259,6255,2025-04-13,Heracles,AZ Alkmaar,1,0,H,0,1,35,47,48,32,29,20,24,22,32,46,D,L,W,D,D,D,L,D,W,L,29
260,6256,2025-04-13,Willem II,Ajax,1,2,A,1,0,29,60,47,21,21,25,22,21,24,70,L,W,L,W,L,D,L,W,L,W,29
261,6257,2025-04-19,Heerenveen,Almere City FC,2,1,H,2,0,36,20,52,57,34,15,29,22,34,19,L,L,W,D,L,W,D,D,L,L,30
262,6258,2025-04-20,Utrecht,Ajax,4,0,H,1,3,53,62,42,22,21,25,21,22,56,73,W,W,D,W,W,W,L,D,W,W,30
263,6259,2025-04-23,Groningen,Heracles,4,1,H,2,2,28,36,44,48,27,29,22,25,32,35,L,W,L,D,L,W,D,D,W,L,30
264,6260,2025-04-24,AZ Alkmaar,NAC Breda,1,1,D,0,1,47,31,33,49,21,27,22,23,46,31,L,D,L,L,D,D,D,D,D,D,30
265,6261,2025-04-24,Twente,PSV Eindhoven,1,3,A,1,0,55,86,41,33,26,38,31,29,48,64,D,W,D,W,L,L,L,W,W,W,30
266,6262,2025-04-25,Waalwijk,Utrecht,0,4,A,0,0,35,53,58,42,23,21,29,21,19,56,L,W,D,D,D,W,L,L,L,W,30
267,6263,2025-04-25,Feyenoord,PEC Zwolle,4,0,H,3,1,64,35,32,44,23,22,24,24,59,31,W,D,W,D,W,W,W,D,W,L,30
268,6264,2025-04-27,Fortuna Sittard,Willem II,1,0,H,0,1,33,30,49,49,23,22,17,22,33,24,L,L,D,L,L,L,L,L,W,L,30
269,6265,2025-04-27,Ajax,Sparta Rotterdam,1,1,D,0,1,62,33,22,36,25,18,22,18,73,34,W,W,W,W,W,W,D,D,W,D,30
270,6266,2025-04-27,Heerenveen,NEC Nijmegen,1,0,H,0,1,38,42,53,44,36,19,29,34,37,33,W,L,L,W,W,L,L,D,D,W,31
271,6267,2025-04-27,Almere City FC,GO Ahead Eagles,0,0,D,0,0,21,52,59,46,15,30,24,28,19,47,L,D,L,D,D,D,W,L,D,W,31
272,6268,2025-05-03,NEC Nijmegen,Willem II,1,1,D,0,1,42,30,44,50,19,23,34,22,33,24,L,L,W,L,L,L,D,L,W,L,31
273,6269,2025-05-03,Heracles,Feyenoord,1,4,A,0,1,37,68,52,32,31,26,27,25,35,62,L,W,W,W,D,W,W,W,D,W,31
274,6270,2025-05-03,Groningen,Waalwijk,6,1,H,2,4,32,35,45,62,29,23,24,29,35,19,W,L,L,L,L,D,L,D,D,L,31
275,6271,2025-05-03,PSV Eindhoven,Fortuna Sittard,4,1,H,2,2,89,34,34,49,38,23,30,18,67,36,W,W,W,L,W,D,L,L,W,L,31
276,6272,2025-05-04,NAC Breda,PEC Zwolle,1,3,A,0,1,32,35,50,48,28,23,23,27,32,31,D,L,D,D,L,D,D,W,D,D,31
277,6273,2025-05-04,GO Ahead Eagles,AZ Alkmaar,0,3,A,0,0,52,48,46,34,30,21,28,23,47,47,D,D,D,L,D,L,L,D,W,D,31
278,6274,2025-05-04,Sparta Rotterdam,Twente,0,2,A,0,0,34,56,37,44,19,27,18,31,35,48,D,L,W,D,W,D,W,L,D,L,31
279,6275,2025-05-09,Willem II,Heracles,1,2,A,0,1,31,38,51,56,24,31,22,28,25,35,D,L,L,L,L,W,L,D,L,W,32
280,6276,2025-05-10,Waalwijk,Heerenveen,3,1,H,1,2,36,39,68,53,27,36,31,30,19,40,L,W,L,W,L,L,D,W,D,L,32
281,6277,2025-05-10,Fortuna Sittard,NAC Breda,1,0,H,1,0,35,33,53,53,25,28,20,24,36,32,L,L,W,D,L,D,D,L,L,D,32
282,6278,2025-05-10,Almere City FC,Sparta Rotterdam,0,3,A,0,0,21,34,59,39,15,19,24,18,20,35,D,L,L,D,L,W,D,W,W,W,32
283,6279,2025-05-11,PEC Zwolle,GO Ahead Eagles,1,1,D,0,1,38,52,49,49,24,30,27,28,34,47,W,L,L,D,D,D,D,D,W,L,32
284,6280,2025-05-11,Feyenoord,PSV Eindhoven,2,3,A,2,0,72,93,33,35,27,40,25,32,65,70,W,W,W,W,W,W,W,W,W,L,32
285,6281,2025-05-11,Twente,Utrecht,2,0,H,1,1,58,61,44,42,27,22,31,24,51,62,W,W,L,W,D,W,D,D,L,W,32
286,6282,2025-05-11,Ajax,NEC Nijmegen,0,3,A,0,0,63,43,27,45,28,19,24,35,74,34,D,D,L,L,W,W,W,L,W,D,32
287,6283,2025-05-11,AZ Alkmaar,Groningen,3,0,H,2,1,51,38,34,46,21,31,23,28,50,38,W,W,D,W,L,L,L,L,D,L,32
288,6287,2025-05-14,Willem II,PEC Zwolle,1,2,A,0,1,32,39,53,50,24,24,23,28,25,35,L,D,D,W,L,L,L,D,L,D,33
289,6288,2025-05-14,PSV Eindhoven,Heracles,4,1,H,4,0,96,40,37,57,40,32,34,28,73,38,W,W,W,L,W,L,W,W,W,D,33
290,6289,2025-05-14,Groningen,Ajax,2,2,D,0,2,38,63,49,30,32,28,30,24,38,74,L,L,W,D,W,L,L,W,L,W,33
291,6290,2025-05-14,Utrecht,Sparta Rotterdam,1,1,D,1,0,61,37,44,39,23,19,25,18,62,38,L,W,W,L,W,D,W,W,D,W,33
292,6291,2025-05-14,Feyenoord,Waalwijk,2,0,H,1,1,74,39,36,69,29,28,25,33,65,22,L,W,W,L,W,L,W,L,W,D,33
293,6292,2025-05-14,GO Ahead Eagles,Heerenveen,1,0,H,0,1,53,40,50,56,31,38,28,31,48,40,D,L,L,W,D,W,D,L,D,W,33
294,6293,2025-05-14,NEC Nijmegen,NAC Breda,3,0,H,1,2,46,33,45,54,19,28,35,25,37,32,W,L,D,L,L,D,W,D,L,L,33
295,6294,2025-05-14,Twente,AZ Alkmaar,2,3,A,2,0,60,54,44,34,28,23,32,24,54,53,W,W,W,W,L,D,D,L,D,L,33
296,6295,2025-05-14,Almere City FC,Fortuna Sittard,1,1,D,1,0,21,36,62,53,15,26,24,20,20,39,L,W,D,L,L,W,L,L,D,D,33
297,6298,2025-05-18,PEC Zwolle,Groningen,2,0,H,1,1,41,40,51,51,25,32,28,32,38,39,W,D,D,L,W,W,L,W,D,L,34
298,6299,2025-05-18,Ajax,Twente,2,0,H,1,1,65,62,32,47,30,30,24,32,75,54,D,L,L,W,D,W,L,L,W,D,34
299,6300,2025-05-18,AZ Alkmaar,Almere City FC,1,1,D,0,1,57,22,36,63,23,16,26,24,56,21,W,D,W,L,W,D,D,L,L,L,34
300,6301,2025-05-18,NAC Breda,Willem II,1,1,D,1,0,33,33,57,55,30,24,26,24,32,25,L,L,L,L,L,D,D,L,D,L,34
301,6302,2025-05-18,Fortuna Sittard,Utrecht,0,0,D,0,0,37,62,54,45,26,24,21,25,40,63,D,D,W,L,L,W,W,W,L,W,34
302,6303,2025-05-18,Heracles,NEC Nijmegen,1,2,A,0,1,41,49,61,45,32,20,32,37,38,40,L,W,W,W,L,D,L,L,W,W,34
303,6304,2025-05-18,Heerenveen,Feyenoord,2,0,H,2,0,40,76,57,36,39,30,31,26,40,68,L,W,L,L,W,W,W,W,L,W,34
304,6305,2025-05-18,Waalwijk,GO Ahead Eagles,5,3,H,1,4,39,54,71,50,29,31,34,29,22,51,L,W,W,D,L,L,L,D,L,D,34
305,6306,2025-05-18,Sparta Rotterdam,PSV Eindhoven,1,3,A,0,1,38,100,40,38,19,44,19,34,39,76,D,W,W,W,L,W,D,W,W,W,34
