,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365A,B365D,HTGS,ATGS,HTGC,ATGC,HHGS,AHGS,HHGC,AHGC,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,MW
153,10/02/2025,Lamia,Levadeiakos,0,2,A,0,2,A,3.3,2.35,3.1,10,20,23,26,5,7,9,11,9,17,L,W,L,D,L,L,L,W,D,D,18
154,15/02/2025,OFI Crete,Asteras Tripolis,2,1,H,0,0,D,2.38,3.0,3.2,24,18,24,18,12,6,8,10,23,22,W,W,W,W,D,L,L,L,L,L,18
155,15/02/2025,AEK,Atromitos,2,1,H,1,1,D,1.22,15.0,5.5,29,20,12,24,14,8,5,14,34,19,W,L,D,L,W,D,W,L,W,D,18
156,16/02/2025,Levadeiakos,Aris,4,1,H,1,1,D,3.6,2.1,3.25,20,21,26,20,7,11,11,7,17,27,W,L,D,L,L,W,W,W,D,L,18
157,16/02/2025,Panathinaikos,Volos NFC,2,1,H,1,0,H,1.25,12.0,5.5,18,14,10,30,8,4,4,13,35,17,W,L,W,L,W,W,W,L,D,D,18
158,16/02/2025,Panserraikos,Olympiakos,0,4,A,0,2,A,15.0,1.2,5.75,19,30,29,11,11,12,14,5,17,37,L,W,D,W,L,D,L,W,W,W,18
159,16/02/2025,PAOK,Lamia,7,0,H,2,0,H,1.14,19.0,7.0,32,10,18,23,11,5,5,9,33,9,L,L,W,L,W,L,W,L,D,D,18
160,16/02/2025,Panetolikos,Athens Kallithea,2,0,H,0,0,D,2.3,3.4,3.0,15,16,14,27,7,6,7,10,23,12,L,W,D,L,L,D,W,L,D,D,18
161,22/02/2025,Athens Kallithea,OFI Crete,1,3,A,0,3,A,2.4,3.0,3.2,16,24,27,24,6,12,10,8,12,23,W,W,L,W,D,D,L,L,D,L,18
162,22/02/2025,Atromitos,Panserraikos,1,0,H,0,0,D,1.73,5.0,3.5,23,21,24,31,10,11,14,15,22,18,W,D,L,L,L,D,D,L,L,L,19
163,22/02/2025,Volos NFC,Levadeiakos,1,2,A,1,0,H,2.35,3.4,2.9,16,20,31,26,4,7,13,11,20,18,W,D,L,W,L,D,W,L,L,W,19
164,23/02/2025,Aris,Panetolikos,2,1,H,2,0,H,1.55,6.0,3.9,22,15,22,16,12,7,7,7,27,23,L,L,L,L,L,D,W,L,W,W,19
165,23/02/2025,Lamia,Panathinaikos,3,1,H,1,0,H,10.0,1.33,4.75,10,20,26,12,5,9,11,4,9,36,L,D,L,W,L,W,L,W,L,W,19
166,23/02/2025,Asteras Tripolis,AEK,0,3,A,0,0,D,7.0,1.5,3.9,20,31,18,12,6,15,10,5,25,37,W,W,W,W,W,D,L,W,L,W,19
167,23/02/2025,Olympiakos,PAOK,2,1,H,2,1,H,1.65,5.25,3.75,32,33,12,20,12,11,6,5,40,33,W,L,W,L,W,W,D,W,W,W,19
168,01/03/2025,Panserraikos,Athens Kallithea,2,1,H,1,0,H,2.5,2.8,3.3,21,16,31,29,11,6,15,11,18,12,D,L,L,W,D,L,L,D,L,L,19
169,01/03/2025,Volos NFC,Aris,1,1,D,0,0,D,3.7,2.2,3.0,16,22,31,22,4,12,13,7,20,27,W,L,L,L,L,L,W,W,L,W,19
170,01/03/2025,Panathinaikos,Panetolikos,2,0,H,1,0,H,1.22,15.0,5.5,20,15,12,16,9,7,4,7,36,23,D,L,W,L,W,D,W,L,W,W,19
171,02/03/2025,Levadeiakos,Atromitos,1,2,A,1,1,D,2.75,2.9,2.9,21,24,28,26,8,11,11,16,18,22,L,L,D,W,W,L,D,L,L,D,20
172,02/03/2025,OFI Crete,Lamia,3,0,H,1,0,H,1.53,6.25,4.0,24,10,25,28,12,5,9,12,24,9,L,L,D,L,W,L,W,L,D,L,20
173,02/03/2025,PAOK,Asteras Tripolis,2,0,H,1,0,H,1.3,12.0,4.75,33,22,20,19,11,6,5,11,34,28,D,W,L,W,L,W,W,W,W,L,20
174,02/03/2025,AEK,Olympiakos,0,1,A,0,0,D,2.63,2.8,3.1,31,34,13,13,15,14,6,7,37,43,L,W,W,W,W,W,D,W,W,D,20
175,09/03/2025,Aris,AEK,0,0,D,0,0,D,5.5,1.7,3.4,22,31,22,13,12,15,7,6,28,37,D,L,L,W,L,W,L,D,W,W,20
176,09/03/2025,Asteras Tripolis,Panserraikos,1,2,A,0,0,D,1.8,4.75,3.4,22,23,19,31,6,12,11,15,28,21,W,W,W,D,W,L,W,D,L,L,20
177,09/03/2025,Athens Kallithea,PAOK,2,1,H,1,1,D,8.5,1.42,4.2,18,33,29,20,6,11,11,5,15,34,W,D,L,L,W,L,L,W,D,W,20
178,09/03/2025,Atromitos,Panathinaikos,1,1,D,0,0,D,4.33,1.83,3.5,24,21,26,12,11,10,16,4,22,39,L,W,W,D,L,W,L,W,D,W,20
179,09/03/2025,Lamia,Volos NFC,1,0,H,1,0,H,6.25,1.67,3.3,10,16,28,33,5,4,12,13,9,20,L,L,L,W,L,L,L,L,L,W,20
180,09/03/2025,Olympiakos,OFI Crete,1,0,H,1,0,H,1.2,15.0,6.0,35,27,14,27,15,14,7,10,44,27,D,W,W,L,W,D,W,W,W,W,21
181,09/03/2025,Panetolikos,Levadeiakos,0,0,D,0,0,D,2.1,3.75,3.1,16,21,17,29,8,8,7,11,26,18,L,L,W,L,L,D,L,W,D,D,21
