,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTGS,ATGS,HTGC,ATGC,HHGS,AHGS,HHGC,AHGC,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,MW
6203,2025-02-28,Waalwijk,Fortuna Sittard,1,2,A,0,1,31,29,47,41,18,21,27,15,17,26,L,L,W,L,W,D,W,L,D,L,24
6204,2025-03-01,Utrecht,NAC Breda,1,0,H,0,1,42,26,36,41,16,25,16,17,43,27,D,D,L,L,D,D,D,L,D,W,24
6205,2025-03-01,GO Ahead Eagles,PSV Eindhoven,3,2,H,1,2,40,71,36,26,22,31,24,25,35,52,L,D,W,D,L,D,D,W,W,L,24
6206,2025-03-01,Groningen,Twente,1,1,D,1,0,22,48,32,30,22,21,16,28,27,42,W,W,W,W,L,D,D,D,W,L,24
6207,2025-03-01,Feyenoord,NEC Nijmegen,0,0,D,0,0,48,34,27,34,19,16,19,27,43,25,W,L,D,D,W,L,L,D,D,W,24
6208,2025-03-02,Heerenveen,AZ Alkmaar,3,1,H,1,2,27,39,42,21,26,13,23,19,27,43,D,W,D,W,D,W,L,L,L,D,24
6209,2025-03-02,Heracles,PEC Zwolle,4,2,H,2,2,28,27,43,35,25,17,20,19,24,25,L,D,W,L,D,D,D,W,D,W,24
6210,2025-03-02,Almere City FC,Ajax,0,1,A,0,0,15,51,47,18,13,23,15,18,14,57,L,W,D,W,W,W,L,W,L,W,24
6211,2025-03-02,Sparta Rotterdam,Willem II,4,0,H,1,3,19,26,33,34,14,15,11,18,20,24,L,L,L,D,W,L,W,L,D,D,24
6212,2025-03-07,NAC Breda,Sparta Rotterdam,1,1,D,0,1,26,23,42,33,26,15,17,14,27,23,L,W,D,L,L,L,D,W,L,W,25
6213,2025-03-08,Fortuna Sittard,Heracles,1,0,H,0,1,31,32,42,45,22,27,15,22,29,27,W,W,L,L,L,W,D,D,L,D,25
6214,2025-03-08,PSV Eindhoven,Heerenveen,2,1,H,1,1,73,30,29,43,33,27,26,25,52,30,L,W,D,D,D,D,D,D,W,L,25
6215,2025-03-09,Willem II,Utrecht,2,3,A,1,1,26,43,38,36,18,16,19,17,24,46,L,W,L,D,D,L,L,D,L,D,25
6216,2025-03-09,PEC Zwolle,Ajax,0,1,A,0,0,29,52,39,18,19,23,21,18,25,60,L,W,D,W,L,W,D,W,W,W,25
6217,2025-03-09,NEC Nijmegen,GO Ahead Eagles,2,3,A,0,2,34,43,34,38,16,23,27,26,26,38,D,W,L,L,D,W,L,L,D,D,25
6218,2025-03-09,Twente,Almere City FC,1,0,H,1,0,49,15,31,48,21,13,29,15,43,14,D,L,W,L,W,D,D,W,D,L,25
6219,2025-03-14,Almere City FC,NAC Breda,1,1,D,1,0,15,26,48,42,13,26,15,17,14,27,L,L,L,D,D,L,W,D,L,L,25
6220,2025-03-15,Utrecht,NEC Nijmegen,0,1,A,0,0,43,34,36,34,16,16,17,27,46,26,W,D,D,L,L,D,D,L,D,D,25
6221,2025-03-15,Sparta Rotterdam,PEC Zwolle,1,1,D,0,1,24,29,34,40,16,19,14,21,24,25,D,L,W,L,L,D,L,L,W,D,26
6222,2025-03-15,Waalwijk,PSV Eindhoven,0,3,A,0,0,32,75,52,30,18,34,28,27,17,55,L,W,L,L,L,D,W,D,W,D,26
6223,2025-03-15,Heerenveen,Heracles,1,1,D,1,0,31,32,45,46,28,28,26,22,30,27,L,L,W,W,D,L,D,W,D,D,26
6224,2025-03-16,GO Ahead Eagles,Willem II,1,0,H,0,1,46,28,40,41,25,19,26,20,41,24,W,L,W,L,L,L,W,D,L,L,26
6225,2025-03-16,Groningen,Fortuna Sittard,1,0,H,0,1,24,32,33,42,23,22,17,16,31,32,W,W,D,W,W,L,W,L,L,D,26
6226,2025-03-16,Twente,Feyenoord,2,6,A,1,1,50,54,31,29,22,20,29,20,46,47,W,W,D,D,W,W,W,D,D,W,26
6227,2025-03-16,Ajax,AZ Alkmaar,2,2,D,0,2,53,42,18,26,23,17,18,20,63,44,W,D,W,L,W,W,W,W,W,W,26
6228,2025-03-29,NAC Breda,Groningen,1,1,D,0,1,27,24,43,33,26,23,18,17,28,31,D,W,L,D,D,W,L,W,D,L,26
6229,2025-03-29,Willem II,Almere City FC,0,2,A,0,0,28,15,41,49,19,13,20,16,24,14,L,L,L,L,L,L,D,D,L,W,26
6230,2025-03-29,Fortuna Sittard,Sparta Rotterdam,0,3,A,0,0,32,25,43,35,23,16,16,15,32,25,L,D,W,D,W,W,L,L,L,L,27
6231,2025-03-29,PEC Zwolle,Waalwijk,2,0,H,0,2,30,32,41,54,20,20,21,28,26,17,D,L,L,L,L,L,D,L,L,W,27
6232,2025-03-29,NEC Nijmegen,AZ Alkmaar,3,3,D,1,2,37,45,37,29,16,19,29,21,29,45,W,D,L,D,D,L,L,W,D,W,27
6233,2025-03-30,Utrecht,Heerenveen,2,0,H,1,1,46,32,39,46,17,29,18,26,49,31,L,D,W,L,W,W,D,D,L,D,27
6234,2025-03-30,PSV Eindhoven,Ajax,0,2,A,0,0,78,55,30,20,34,23,27,20,58,64,W,D,W,W,L,W,D,W,D,W,27
6235,2025-03-30,Heracles,Twente,2,1,H,1,1,33,52,47,37,28,23,23,30,28,46,D,L,L,W,W,D,L,W,W,W,27
6236,2025-03-30,Feyenoord,GO Ahead Eagles,3,2,H,1,2,57,47,31,40,21,25,22,27,50,44,W,W,W,W,D,W,W,L,D,W,27
6237,2025-04-01,AZ Alkmaar,Waalwijk,2,2,D,1,1,45,32,29,54,19,20,21,28,45,17,D,L,D,L,L,L,W,L,W,W,27
6238,2025-04-02,Feyenoord,Groningen,4,1,H,2,2,57,25,31,34,21,24,22,17,50,32,W,D,W,W,D,D,W,W,D,W,27
6239,2025-04-04,Heerenveen,Willem II,3,1,H,2,1,32,28,48,44,30,20,27,20,31,24,L,L,D,L,L,L,W,L,D,L,28
6240,2025-04-05,AZ Alkmaar,Feyenoord,0,1,A,0,0,47,61,31,32,20,23,22,24,46,53,D,W,D,W,D,W,L,D,W,W,28
6241,2025-04-05,Twente,Fortuna Sittard,1,1,D,1,0,53,32,39,46,24,23,31,16,46,32,L,L,L,L,W,W,D,W,W,L,28
6242,2025-04-05,Groningen,PSV Eindhoven,1,3,A,1,0,26,78,38,32,26,34,19,27,32,58,L,L,D,W,W,W,D,L,W,D,28
6243,2025-04-05,Almere City FC,PEC Zwolle,2,2,D,0,2,18,32,50,41,14,20,16,23,18,29,W,W,D,D,L,L,L,L,L,D,28
6244,2025-04-06,Waalwijk,Heracles,0,0,D,0,0,34,35,56,48,21,29,29,24,18,31,D,W,L,D,L,L,L,W,L,L,28
6245,2025-04-06,GO Ahead Eagles,Utrecht,2,2,D,2,0,49,48,43,39,27,18,28,19,44,52,L,W,W,L,W,W,W,W,L,D,28
6246,2025-04-06,Sparta Rotterdam,NEC Nijmegen,2,0,H,1,1,28,40,35,40,16,17,15,31,28,30,W,D,D,W,D,L,W,D,L,L,28
6247,2025-04-06,Ajax,NAC Breda,3,1,H,2,1,57,29,20,45,23,26,20,20,67,30,W,D,D,D,W,D,W,L,W,D,28
6248,2025-04-11,NEC Nijmegen,Waalwijk,2,1,H,0,2,40,34,42,56,18,21,32,29,30,19,L,D,D,D,W,L,L,L,D,L,29
6249,2025-04-12,Fortuna Sittard,Feyenoord,0,2,A,0,0,33,62,47,32,23,23,17,24,33,56,D,W,L,W,L,W,W,W,W,D,29
6250,2025-04-12,Sparta Rotterdam,Heerenveen,3,1,H,1,2,30,35,35,49,17,32,16,28,31,34,W,W,W,L,D,D,D,L,W,W,29
6251,2025-04-12,PSV Eindhoven,Almere City FC,5,0,H,4,1,81,20,33,52,34,14,28,18,61,19,W,D,L,W,W,D,W,L,L,L,29
6252,2025-04-12,NAC Breda,GO Ahead Eagles,1,1,D,0,1,30,51,48,45,27,29,22,28,30,45,L,D,D,L,D,W,D,W,L,W,29
6253,2025-04-13,Utrecht,Groningen,3,1,H,3,0,50,27,41,41,18,27,21,19,53,32,D,L,W,L,L,D,W,W,W,D,29
6254,2025-04-13,PEC Zwolle,Twente,1,1,D,0,1,34,54,43,40,22,25,23,31,30,47,D,D,W,L,D,L,L,W,L,D,29
6255,2025-04-13,Heracles,AZ Alkmaar,1,0,H,0,1,35,47,48,32,29,20,24,22,32,46,D,L,W,D,D,D,L,D,W,L,29
6256,2025-04-13,Willem II,Ajax,1,2,A,1,0,29,60,47,21,21,25,22,21,24,70,L,W,L,W,L,D,L,W,L,W,29
6257,2025-04-19,Heerenveen,Almere City FC,2,1,H,2,0,36,20,52,57,34,15,29,22,34,19,L,L,W,D,L,W,D,D,L,L,30
6258,2025-04-20,Utrecht,Ajax,4,0,H,1,3,53,62,42,22,21,25,21,22,56,73,W,W,D,W,W,W,L,D,W,W,30
6259,2025-04-23,Groningen,Heracles,4,1,H,2,2,28,36,44,48,27,29,22,25,32,35,L,W,L,D,L,W,D,D,W,L,30
6260,2025-04-24,AZ Alkmaar,NAC Breda,1,1,D,0,1,47,31,33,49,21,27,22,23,46,31,L,D,L,L,D,D,D,D,D,D,30
6261,2025-04-24,Twente,PSV Eindhoven,1,3,A,1,0,55,86,41,33,26,38,31,29,48,64,D,W,D,W,L,L,L,W,W,W,30
6262,2025-04-25,Waalwijk,Utrecht,0,4,A,0,0,35,53,58,42,23,21,29,21,19,56,L,W,D,D,D,W,L,L,L,W,30
6263,2025-04-25,Feyenoord,PEC Zwolle,4,0,H,3,1,64,35,32,44,23,22,24,24,59,31,W,D,W,D,W,W,W,D,W,L,30
6264,2025-04-27,Fortuna Sittard,Willem II,1,0,H,0,1,33,30,49,49,23,22,17,22,33,24,L,L,D,L,L,L,L,L,W,L,30
6265,2025-04-27,Ajax,Sparta Rotterdam,1,1,D,0,1,62,33,22,36,25,18,22,18,73,34,W,W,W,W,W,W,D,D,W,D,30
6266,2025-04-27,Heerenveen,NEC Nijmegen,1,0,H,0,1,38,42,53,44,36,19,29,34,37,33,W,L,L,W,W,L,L,D,D,W,31
6267,2025-04-27,Almere City FC,GO Ahead Eagles,0,0,D,0,0,21,52,59,46,15,30,24,28,19,47,L,D,L,D,D,D,W,L,D,W,31
