,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,MW
242,2025-03-30,Lille,Lens,1,0,H,40,31,28,29,44,39,L,W,W,W,L,L,W,L,W,L,27
243,2025-04-04,Nice,Nantes,1,2,A,51,31,33,46,47,27,L,L,D,W,L,L,W,L,W,W,28
244,2025-04-05,Paris Saint Germain,Angers,1,0,H,79,26,26,45,71,27,W,L,W,L,W,L,W,L,W,D,28
245,2025-04-05,Stade Brestois 29,Monaco,2,1,H,42,53,42,33,40,50,W,W,D,W,W,D,L,W,D,L,28
246,2025-04-05,Lyon,Lille,2,1,H,52,41,37,28,45,47,L,W,W,L,W,W,W,L,L,W,28
247,2025-04-06,Lens,Saint Etienne,1,0,H,31,28,30,63,39,23,L,L,W,W,W,D,L,L,L,D,28
248,2025-04-06,Montpellier,Le Havre,0,2,A,21,29,62,57,15,24,L,W,L,L,L,D,L,W,L,L,28
249,2025-04-06,Reims,Strasbourg,0,1,A,29,45,41,35,26,46,W,W,D,W,L,W,L,W,L,D,28
250,2025-04-06,Rennes,Auxerre,0,1,A,38,38,37,39,32,35,W,W,L,D,L,W,W,L,W,W,28
251,2025-04-06,Marseille,Toulouse,3,2,H,54,35,36,33,49,34,L,L,L,L,L,D,W,W,L,W,28
252,2025-04-11,Lens,Reims,0,2,A,32,29,30,42,42,26,W,L,L,W,W,D,W,L,L,L,29
253,2025-04-12,Monaco,Marseille,3,0,H,54,57,35,38,50,52,L,W,W,L,W,L,D,L,W,W,29
254,2025-04-12,Toulouse,Lille,1,2,A,37,42,36,30,34,47,L,L,L,W,L,L,D,W,W,L,29
255,2025-04-12,Strasbourg,Nice,2,2,D,46,52,35,35,49,47,W,L,W,L,W,D,W,L,W,W,29
256,2025-04-13,Saint Etienne,Stade Brestois 29,3,3,D,28,44,64,43,23,43,L,W,L,W,W,D,D,W,L,L,29
257,2025-04-13,Angers,Montpellier,2,0,H,26,21,46,64,27,15,L,L,L,L,L,L,L,L,L,L,29
258,2025-04-13,Le Havre,Rennes,1,5,A,31,38,57,38,27,32,W,L,W,W,L,L,D,L,W,W,29
259,2025-04-13,Auxerre,Lyon,1,3,A,39,54,39,38,38,48,W,W,W,L,D,W,W,W,L,W,29
260,2025-04-18,Rennes,Nantes,2,1,H,38,33,38,47,32,30,L,W,W,L,L,W,L,L,W,L,29
261,2025-04-19,Paris Saint Germain,Le Havre,2,1,H,82,32,27,62,77,27,W,L,W,W,W,W,W,L,W,D,30
262,2025-04-19,Monaco,Strasbourg,0,0,D,57,48,35,37,53,50,W,D,L,W,W,W,W,W,D,W,30
263,2025-04-19,Marseille,Montpellier,5,1,H,57,21,41,66,52,15,L,L,W,L,L,L,L,L,L,L,30
264,2025-04-20,Lille,Auxerre,3,1,H,44,40,31,42,50,38,W,L,L,W,W,W,L,D,W,W,30
265,2025-04-20,Nice,Angers,2,1,H,54,28,37,46,48,30,D,W,L,L,L,L,D,L,L,L,30
266,2025-04-20,Reims,Toulouse,1,0,H,31,38,42,38,29,34,W,L,L,L,W,L,D,L,L,D,30
267,2025-04-20,Stade Brestois 29,Lens,1,3,A,47,32,46,32,44,42,D,L,W,W,W,L,D,W,W,W,30
268,2025-04-20,Saint Etienne,Lyon,2,1,H,31,57,67,39,24,51,D,W,L,W,L,L,W,W,D,W,30
269,2025-04-22,Nantes,Paris Saint Germain,1,1,D,34,82,49,27,30,77,L,W,W,W,L,W,W,W,L,W,30
270,2025-04-25,Paris Saint Germain,Nice,1,3,A,83,56,28,38,78,51,D,W,W,D,W,L,W,L,W,D,31
271,2025-04-26,Strasbourg,Saint Etienne,3,1,H,48,33,37,68,51,27,D,W,D,D,W,L,W,L,W,W,31
272,2025-04-26,Le Havre,Monaco,1,1,D,33,57,64,35,27,54,L,D,L,W,W,L,W,W,L,W,31
273,2025-04-26,Lyon,Rennes,4,1,H,58,45,41,40,51,38,L,W,W,W,W,L,L,W,W,L,31
274,2025-04-27,Angers,Lille,0,2,A,29,47,48,32,30,53,L,W,W,W,L,L,L,W,L,L,31
275,2025-04-27,Montpellier,Reims,0,0,D,22,32,71,42,15,32,L,W,L,W,L,L,L,W,L,D,31
276,2025-04-27,Nantes,Toulouse,0,0,D,35,38,50,39,31,34,D,L,L,L,W,L,L,L,W,L,31
277,2025-04-27,Lens,Auxerre,0,4,A,35,41,33,45,45,38,W,L,L,L,W,W,L,W,W,D,31
278,2025-04-27,Marseille,Stade Brestois 29,4,1,H,62,48,42,49,55,44,W,L,L,D,W,W,L,W,L,D,31
279,2025-05-02,Nice,Reims,1,0,H,59,32,39,42,54,33,W,D,W,W,D,W,L,L,L,W,32
280,2025-05-03,Strasbourg,Paris Saint Germain,2,1,H,51,84,38,31,54,78,W,L,D,D,D,W,W,W,W,W,32
281,2025-05-03,Toulouse,Rennes,2,1,H,38,46,39,44,35,38,D,L,L,W,L,W,L,L,L,W,32
282,2025-05-03,Saint Etienne,Monaco,1,3,A,34,58,71,36,27,55,L,D,W,D,D,W,L,L,L,W,32
283,2025-05-04,Nantes,Angers,0,1,A,35,29,50,50,32,30,D,L,D,L,L,W,W,L,L,L,32
284,2025-05-04,Lyon,Lens,1,2,A,62,35,42,37,54,45,W,L,L,W,W,L,W,W,L,L,32
285,2025-05-04,Stade Brestois 29,Montpellier,1,0,H,49,22,53,71,44,16,L,D,L,L,D,L,W,L,W,L,32
286,2025-05-04,Auxerre,Le Havre,1,2,A,45,34,45,65,41,28,W,D,L,L,L,L,W,W,W,W,32
287,2025-05-04,Lille,Marseille,1,1,D,49,66,32,43,56,58,W,W,W,W,W,L,L,W,W,L,32
