,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,HTGS,ATGS,HTGC,ATGC,HHGS,AHGS,HHGC,AHGC,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,MW
4008,2025-04-04,FC Augsburg,Bayern München,1,3,1,0,A,30,78,36,26,19,26,20,32,39,65,D,W,W,D,W,L,D,W,W,W,28
4009,2025-04-05,SC Freiburg,Borussia Dortmund,1,4,0,1,A,37,48,40,42,28,26,22,33,42,38,L,W,D,L,D,L,D,W,W,W,28
4010,2025-04-05,FSV Mainz 05,Holstein Kiel,1,1,0,1,D,45,38,31,67,18,25,19,26,45,17,L,L,D,L,W,D,W,W,W,L,28
4011,2025-04-05,RB Leipzig,1899 Hoffenheim,3,1,2,1,H,41,33,34,49,23,17,20,24,42,27,L,D,W,L,D,D,L,W,D,D,28
4012,2025-04-05,VfL Bochum,VfB Stuttgart,0,4,0,0,A,27,47,56,44,26,23,21,27,18,37,L,L,L,L,W,D,L,L,D,D,28
4013,2025-04-05,1. FC Heidenheim,Bayer Leverkusen,0,1,0,0,A,32,62,52,34,18,25,22,23,22,59,W,W,W,W,D,L,L,W,D,W,28
4014,2025-04-05,Werder Bremen,Eintracht Frankfurt,2,0,1,1,H,43,55,53,40,21,31,24,21,36,48,W,W,L,W,W,L,L,L,L,L,28
4015,2025-04-06,FC St. Pauli,Borussia Mönchengladbach,1,1,0,1,D,22,44,33,40,13,26,14,19,25,43,L,W,W,W,D,L,L,W,L,L,28
4016,2025-04-06,Union Berlin,VfL Wolfsburg,1,0,0,1,H,26,49,39,41,24,16,14,24,31,38,W,L,D,L,W,D,L,W,L,D,28
4017,2025-04-11,VfL Wolfsburg,RB Leipzig,2,3,0,2,A,49,44,42,35,17,25,24,21,38,45,L,W,L,L,L,W,D,D,W,L,29
4018,2025-04-12,Borussia Mönchengladbach,SC Freiburg,1,2,1,0,A,45,38,41,44,27,28,19,23,44,42,D,L,W,L,W,D,L,D,W,D,29
4019,2025-04-12,1899 Hoffenheim,FSV Mainz 05,2,0,2,0,H,34,46,52,32,18,18,26,20,27,46,L,D,D,L,L,D,D,W,W,W,29
4020,2025-04-12,Bayer Leverkusen,Union Berlin,0,0,0,0,D,63,27,34,39,25,24,23,15,62,34,W,W,W,W,W,D,L,W,W,L,29
4021,2025-04-12,VfL Bochum,FC Augsburg,1,2,0,1,A,27,31,60,39,26,20,21,20,18,39,L,L,L,D,L,W,W,W,L,D,29
4022,2025-04-12,Holstein Kiel,FC St. Pauli,1,2,1,0,A,39,23,68,34,26,13,26,15,18,26,D,D,L,L,L,W,D,D,W,L,29
4023,2025-04-12,Bayern München,Borussia Dortmund,2,2,0,2,D,81,52,27,43,26,27,33,33,68,41,W,W,W,W,D,L,L,L,W,W,29
4024,2025-04-13,VfB Stuttgart,Werder Bremen,1,2,1,0,A,51,45,44,53,23,22,27,25,40,39,W,W,L,W,L,L,D,W,L,L,29
4025,2025-04-13,Eintracht Frankfurt,1. FC Heidenheim,3,0,2,1,H,55,32,42,53,32,18,22,22,48,22,L,L,W,W,W,W,L,D,L,L,29
4026,2025-04-19,SC Freiburg,1899 Hoffenheim,3,2,2,1,H,40,36,45,52,28,20,24,26,45,30,W,W,L,L,L,D,D,L,D,D,30
4027,2025-04-19,Werder Bremen,VfL Bochum,1,0,0,1,H,47,28,54,62,22,26,26,22,42,18,W,L,W,L,W,L,L,L,W,W,30
4028,2025-04-19,FSV Mainz 05,VfL Wolfsburg,2,2,2,0,D,46,51,34,45,18,17,22,26,46,38,L,L,D,L,L,L,D,L,W,D,30
4029,2025-04-19,RB Leipzig,Holstein Kiel,1,1,0,1,D,47,40,37,70,27,27,21,26,48,18,W,L,W,D,L,L,W,L,D,D,30
4030,2025-04-19,1. FC Heidenheim,Bayern München,0,4,0,0,A,32,83,56,29,19,26,24,35,22,69,L,D,L,W,W,W,W,D,D,L,30
4031,2025-04-19,Union Berlin,VfB Stuttgart,4,4,4,0,D,27,52,39,46,24,24,15,27,35,40,D,L,W,W,W,L,D,L,W,D,30
4032,2025-04-20,FC Augsburg,Eintracht Frankfurt,0,0,0,0,D,33,58,40,42,21,34,20,23,42,51,W,W,L,L,D,W,W,W,W,L,30
4033,2025-04-20,Borussia Dortmund,Borussia Mönchengladbach,3,2,3,0,H,54,46,45,43,29,28,33,19,42,44,D,L,W,D,W,W,L,W,L,L,30
4034,2025-04-20,FC St. Pauli,Bayer Leverkusen,1,1,0,1,D,25,63,35,34,13,25,16,23,29,63,W,D,D,W,L,W,W,W,D,L,30
4035,2025-04-25,VfB Stuttgart,1. FC Heidenheim,0,1,0,0,A,56,32,50,60,24,19,31,24,41,22,D,L,L,L,W,L,L,W,L,W,31
4036,2025-04-26,Bayern München,FSV Mainz 05,3,0,2,1,H,87,48,29,36,26,20,35,22,72,47,W,D,D,L,W,D,W,L,D,D,31
4037,2025-04-26,VfL Wolfsburg,SC Freiburg,0,1,0,0,A,53,43,47,47,17,30,28,25,39,48,D,W,L,W,L,L,L,L,L,D,31
4038,2025-04-26,1899 Hoffenheim,Borussia Dortmund,2,3,0,2,A,38,57,55,47,21,32,28,33,30,45,L,W,W,D,L,W,D,W,L,L,31
4039,2025-04-26,Bayer Leverkusen,FC Augsburg,2,0,2,0,H,64,33,35,40,26,21,23,20,64,43,D,D,D,W,W,L,W,D,W,W,31
4040,2025-04-26,Holstein Kiel,Borussia Mönchengladbach,4,3,2,2,H,41,48,71,46,28,28,26,22,19,44,D,L,L,L,D,D,L,W,L,W,31
4041,2025-04-26,Eintracht Frankfurt,RB Leipzig,4,0,1,3,H,58,48,42,38,34,27,23,22,52,49,D,D,W,W,L,W,W,L,W,W,31
4042,2025-04-27,VfL Bochum,Union Berlin,1,1,0,1,D,28,31,63,43,27,28,22,15,18,36,L,D,L,D,L,W,L,W,L,D,31
4043,2025-04-27,Werder Bremen,FC St. Pauli,0,0,0,0,D,48,26,54,36,22,13,27,17,45,30,W,D,W,W,W,D,W,L,L,W,31
4044,2025-05-02,1. FC Heidenheim,VfL Bochum,0,0,0,0,D,33,29,60,64,19,27,24,23,25,19,W,D,L,L,L,L,L,L,W,L,32
4045,2025-05-03,Borussia Mönchengladbach,1899 Hoffenheim,4,4,2,2,D,51,40,50,58,30,21,24,30,44,30,L,L,L,L,L,W,D,L,W,D,32
4046,2025-05-03,RB Leipzig,Bayern München,3,3,2,1,D,48,90,42,29,30,28,23,36,49,75,L,W,D,W,W,D,W,W,L,W,32
4047,2025-05-03,Union Berlin,Werder Bremen,2,2,1,1,D,32,48,44,54,29,22,15,27,37,46,D,D,D,W,D,W,W,W,W,W,32
4048,2025-05-03,FC St. Pauli,VfB Stuttgart,0,1,0,0,A,26,56,36,51,13,24,17,31,31,41,D,L,D,D,W,L,D,W,L,L,32
4049,2025-05-03,Borussia Dortmund,VfL Wolfsburg,4,0,1,3,H,60,53,49,48,34,17,33,28,48,39,W,L,W,D,D,L,W,L,W,L,32
4050,2025-05-04,FC Augsburg,Holstein Kiel,1,3,0,1,A,33,45,42,74,21,30,22,28,43,22,L,W,D,D,W,L,L,D,D,L,32
4051,2025-05-04,SC Freiburg,Bayer Leverkusen,2,2,1,1,D,44,66,47,35,30,28,25,23,51,67,W,W,W,D,W,D,L,W,L,W,32
4052,2025-05-04,FSV Mainz 05,Eintracht Frankfurt,1,1,0,1,D,48,62,39,42,21,35,24,26,47,55,L,W,D,D,L,W,D,L,L,W,32
4053,2025-05-09,VfL Wolfsburg,1899 Hoffenheim,2,2,1,1,D,53,44,52,62,20,23,29,32,39,31,L,D,L,L,D,L,L,W,L,L,33
4054,2025-05-10,Werder Bremen,RB Leipzig,0,0,0,0,D,50,51,56,45,23,32,28,24,47,50,D,D,D,L,W,D,W,W,W,W,33
4055,2025-05-10,VfL Bochum,FSV Mainz 05,1,4,0,1,A,29,49,64,40,27,21,23,25,20,48,D,D,D,L,L,D,L,L,L,D,33
4056,2025-05-10,Union Berlin,1. FC Heidenheim,0,3,0,0,A,34,33,46,60,30,19,16,24,38,26,D,D,D,W,D,L,D,L,W,L,33
4057,2025-05-10,Holstein Kiel,SC Freiburg,1,2,1,0,A,48,46,75,49,31,31,28,26,25,52,W,D,W,W,D,W,L,W,D,L,33
4058,2025-05-10,Bayern München,Borussia Mönchengladbach,2,0,1,1,H,93,55,32,54,29,32,38,26,76,45,D,D,W,L,W,L,D,L,W,D,33
4059,2025-05-11,Bayer Leverkusen,Borussia Dortmund,2,4,1,1,A,68,64,37,49,29,35,24,36,68,51,D,W,W,W,D,W,D,D,W,W,33
4060,2025-05-11,Eintracht Frankfurt,FC St. Pauli,2,2,1,1,D,63,26,43,37,36,13,26,17,56,31,D,L,W,D,D,D,W,W,L,D,33
4061,2025-05-11,VfB Stuttgart,FC Augsburg,4,0,1,3,H,57,34,51,45,24,21,31,23,44,43,W,L,L,L,D,D,L,W,W,L,33
4062,2025-05-17,SC Freiburg,Eintracht Frankfurt,1,3,1,0,A,48,65,50,45,31,37,27,27,55,57,W,D,D,D,W,W,W,D,W,W,34
4063,2025-05-17,Borussia Mönchengladbach,VfL Wolfsburg,0,1,0,0,A,55,55,56,54,33,21,27,30,45,40,L,D,D,L,L,L,L,D,L,L,34
4064,2025-05-17,FSV Mainz 05,Bayer Leverkusen,2,2,1,1,D,53,70,41,41,22,30,25,25,51,68,W,L,D,D,L,W,D,D,L,D,34
4065,2025-05-17,Borussia Dortmund,Holstein Kiel,3,0,1,2,H,68,49,51,77,36,32,37,28,54,25,W,L,W,W,W,W,W,D,D,L,34
4066,2025-05-17,1899 Hoffenheim,Bayern München,0,4,0,0,A,46,95,64,32,24,30,33,39,32,79,D,W,D,D,L,W,L,W,W,D,34
4067,2025-05-17,FC Augsburg,Union Berlin,1,2,1,0,A,34,34,49,49,24,30,24,16,43,38,L,L,L,D,L,D,D,D,W,D,34
4068,2025-05-17,RB Leipzig,VfB Stuttgart,2,3,2,0,A,51,61,45,51,32,25,24,34,51,47,D,W,D,W,L,L,D,D,W,L,34
4069,2025-05-17,1. FC Heidenheim,Werder Bremen,1,4,0,1,A,36,50,60,56,19,23,24,28,29,48,W,D,D,D,W,D,L,W,L,W,34
4070,2025-05-17,FC St. Pauli,VfL Bochum,0,2,0,0,A,28,30,39,68,14,27,18,24,32,20,D,L,L,D,D,D,D,L,W,L,34
