,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365A,B365D
267,2025-04-20,Augsburg,Ein Frankfurt,0,0,D,0.0,0.0,D,2.55,2.75,3.3
268,2025-04-20,Dortmund,M'gladbach,3,2,H,3.0,1.0,H,1.42,6.5,5.25
269,2025-04-20,St Pauli,Leverkusen,1,1,D,0.0,1.0,A,5.25,1.67,3.8
270,2025-04-25,Stuttgart,Heidenheim,0,1,A,0.0,0.0,D,1.48,5.75,5.0
271,2025-04-26,Bayern Munich,Mainz,3,0,H,2.0,0.0,H,1.22,11.0,7.0
272,2025-04-26,Hoffenheim,Dortmund,2,3,A,0.0,1.0,A,4.1,1.73,4.33
273,2025-04-26,Holstein Kiel,M'gladbach,4,3,H,2.0,0.0,H,3.1,2.15,3.8
274,2025-04-26,Leverkusen,Augsburg,2,0,H,2.0,0.0,H,1.36,8.5,5.0
275,2025-04-26,Wolfsburg,Freiburg,0,1,A,0.0,0.0,D,2.35,2.88,3.5
276,2025-04-26,Ein Frankfurt,RB Leipzig,4,0,H,1.0,0.0,H,2.15,3.0,3.8
277,2025-04-27,Bochum,Union Berlin,1,1,D,0.0,1.0,A,2.25,3.1,3.4
278,2025-04-27,Werder Bremen,St Pauli,0,0,D,0.0,0.0,D,1.85,4.0,3.6
279,2025-05-02,Heidenheim,Bochum,0,0,D,0.0,0.0,D,2.25,3.1,3.6
280,2025-05-03,M'gladbach,Hoffenheim,4,4,D,2.0,1.0,H,2.1,3.0,4.0
281,2025-05-03,RB Leipzig,Bayern Munich,3,3,D,2.0,0.0,H,4.5,1.62,4.33
282,2025-05-03,St Pauli,Stuttgart,0,1,A,0.0,0.0,D,2.62,2.55,3.5
283,2025-05-03,Union Berlin,Werder Bremen,2,2,D,1.0,2.0,A,2.7,2.55,3.4
284,2025-05-03,Dortmund,Wolfsburg,4,0,H,1.0,0.0,H,1.33,7.5,5.75
285,2025-05-04,Augsburg,Holstein Kiel,1,3,A,0.0,2.0,A,1.83,4.0,3.9
286,2025-05-04,Freiburg,Leverkusen,2,2,D,1.0,0.0,H,3.2,2.25,3.4
287,2025-05-04,Mainz,Ein Frankfurt,1,1,D,0.0,1.0,A,2.35,2.9,3.5
288,2025-05-09,Wolfsburg,Hoffenheim,2,2,D,1.0,1.0,D,2.2,2.9,3.6
289,2025-05-10,Bochum,Mainz,1,4,A,0.0,1.0,A,2.9,2.3,3.6
290,2025-05-10,Holstein Kiel,Freiburg,1,2,A,1.0,1.0,D,3.1,2.15,3.75
291,2025-05-10,Union Berlin,Heidenheim,0,3,A,0.0,1.0,A,2.25,3.3,3.3
292,2025-05-10,Werder Bremen,RB Leipzig,0,0,D,0.0,0.0,D,2.35,2.8,3.7
293,2025-05-10,Bayern Munich,M'gladbach,2,0,H,1.0,0.0,H,1.17,11.0,9.5
294,2025-05-11,Leverkusen,Dortmund,2,4,A,1.0,2.0,A,2.7,2.35,3.9
295,2025-05-11,Ein Frankfurt,St Pauli,2,2,D,1.0,2.0,A,1.53,5.75,4.33
296,2025-05-11,Stuttgart,Augsburg,4,0,H,1.0,0.0,H,1.55,5.75,4.33
