,league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
0,mondiale,2010,2010-06-26,Uruguay,South Korea,2,1,1,0,H
1,mondiale,2010,2010-06-27,Germany,England,4,1,2,1,H
2,mondiale,2010,2010-06-27,Argentina,Mexico,3,1,2,0,H
3,mondiale,2010,2010-06-28,Netherlands,Slovakia,2,1,1,0,H
4,mondiale,2010,2010-06-28,Brazil,Chile,3,0,2,0,H
5,mondiale,2010,2010-06-29,Spain,Portugal,1,0,0,0,H
6,mondiale,2010,2010-07-02,Netherlands,Brazil,2,1,0,1,H
7,mondiale,2010,2010-07-03,Argentina,Germany,0,4,0,1,A
8,mondiale,2010,2010-07-03,Paraguay,Spain,0,1,0,0,A
9,mondiale,2010,2010-07-06,Uruguay,Netherlands,2,3,1,1,A
10,mondiale,2010,2010-07-07,Germany,Spain,0,1,0,0,A
11,mondiale,2010,2010-07-11,Netherlands,Spain,0,1,0,0,A
12,mondiale,2010,2010-07-10,Uruguay,Germany,2,3,1,1,A
13,mondiale,2010,2010-06-11,South Africa,Mexico,1,1,0,0,D
14,mondiale,2010,2010-06-11,Uruguay,France,0,0,0,0,D
15,mondiale,2010,2010-06-12,South Korea,Greece,2,0,1,0,H
16,mondiale,2010,2010-06-12,Argentina,Nigeria,1,0,1,0,H
17,mondiale,2010,2010-06-12,England,USA,1,1,1,1,D
18,mondiale,2010,2010-06-13,Algeria,Slovenia,0,1,0,0,A
19,mondiale,2010,2010-06-13,Serbia,Ghana,0,1,0,0,A
20,mondiale,2010,2010-06-13,Germany,Australia,4,0,2,0,H
21,mondiale,2010,2010-06-14,Netherlands,Denmark,2,0,0,0,H
22,mondiale,2010,2010-06-14,Japan,Cameroon,1,0,1,0,H
23,mondiale,2010,2010-06-14,Italy,Paraguay,1,1,0,1,D
24,mondiale,2010,2010-06-15,New Zealand,Slovakia,1,1,0,0,D
25,mondiale,2010,2010-06-15,Ivory Coast,Portugal,0,0,0,0,D
26,mondiale,2010,2010-06-15,Brazil,North Korea,2,1,0,0,H
27,mondiale,2010,2010-06-16,Honduras,Chile,0,1,0,1,A
28,mondiale,2010,2010-06-16,Spain,Switzerland,0,1,0,0,A
29,mondiale,2010,2010-06-16,South Africa,Uruguay,0,3,0,1,A
30,mondiale,2010,2010-06-17,Argentina,South Korea,4,1,2,1,H
31,mondiale,2010,2010-06-17,Greece,Nigeria,2,1,1,1,H
32,mondiale,2010,2010-06-17,France,Mexico,0,2,0,0,A
33,mondiale,2010,2010-06-18,Germany,Serbia,0,1,0,1,A
34,mondiale,2010,2010-06-18,Slovenia,USA,2,2,2,0,D
35,mondiale,2010,2010-06-18,England,Algeria,0,0,0,0,D
36,mondiale,2010,2010-06-19,Netherlands,Japan,1,0,0,0,H
37,mondiale,2010,2010-06-19,Ghana,Australia,1,1,1,1,D
38,mondiale,2010,2010-06-19,Cameroon,Denmark,1,2,1,1,A
39,mondiale,2010,2010-06-20,Slovakia,Paraguay,0,2,0,1,A
40,mondiale,2010,2010-06-20,Italy,New Zealand,1,1,1,1,D
41,mondiale,2010,2010-06-20,Brazil,Ivory Coast,3,1,1,0,H
42,mondiale,2010,2010-06-21,Portugal,North Korea,7,0,1,0,H
43,mondiale,2010,2010-06-21,Chile,Switzerland,1,0,0,0,H
44,mondiale,2010,2010-06-21,Spain,Honduras,2,0,1,0,H
45,mondiale,2010,2010-06-22,France,South Africa,1,2,0,2,A
46,mondiale,2010,2010-06-22,Mexico,Uruguay,0,1,0,1,A
47,mondiale,2010,2010-06-22,Nigeria,South Korea,2,2,1,1,D
48,mondiale,2010,2010-06-22,Greece,Argentina,0,2,0,0,A
49,mondiale,2010,2010-06-23,Slovenia,England,0,1,0,1,A
50,mondiale,2010,2010-06-23,USA,Algeria,1,0,0,0,H
51,mondiale,2010,2010-06-23,Australia,Serbia,2,1,0,0,H
52,mondiale,2010,2010-06-23,Ghana,Germany,0,1,0,0,A
53,mondiale,2010,2010-06-24,Slovakia,Italy,3,2,1,0,H
54,mondiale,2010,2010-06-24,Paraguay,New Zealand,0,0,0,0,D
55,mondiale,2010,2010-06-24,Cameroon,Netherlands,1,2,0,1,A
56,mondiale,2010,2010-06-24,Denmark,Japan,1,3,0,2,A
57,mondiale,2010,2010-06-25,Portugal,Brazil,0,0,0,0,D
58,mondiale,2010,2010-06-25,North Korea,Ivory Coast,0,3,0,2,A
59,mondiale,2010,2010-06-25,Chile,Spain,1,2,0,2,A
60,mondiale,2010,2010-06-25,Switzerland,Honduras,0,0,0,0,D
