,league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR
176,mondiale,2022,2022-11-20,Qatar,Ecuador,0,2,0,2,A
177,mondiale,2022,2022-11-21,England,Iran,6,2,3,0,H
178,mondiale,2022,2022-11-21,Senegal,Netherlands,0,2,0,0,A
179,mondiale,2022,2022-11-21,USA,Wales,1,1,1,0,D
180,mondiale,2022,2022-11-22,Argentina,Saudi Arabia,1,2,1,0,A
181,mondiale,2022,2022-11-22,Denmark,Tunisia,0,0,0,0,D
182,mondiale,2022,2022-11-22,Mexico,Poland,0,0,0,0,D
183,mondiale,2022,2022-11-22,France,Australia,4,1,2,1,H
184,mondiale,2022,2022-11-23,Morocco,Croatia,0,0,0,0,D
185,mondiale,2022,2022-11-23,Germany,Japan,1,2,1,0,A
186,mondiale,2022,2022-11-23,Spain,Costa Rica,7,0,3,0,H
187,mondiale,2022,2022-11-23,Belgium,Canada,1,0,1,0,H
188,mondiale,2022,2022-11-24,Switzerland,Cameroon,1,0,0,0,H
189,mondiale,2022,2022-11-24,Uruguay,South Korea,0,0,0,0,D
190,mondiale,2022,2022-11-24,Portugal,Ghana,3,2,0,0,H
191,mondiale,2022,2022-11-24,Brazil,Serbia,2,0,0,0,H
192,mondiale,2022,2022-11-25,Wales,Iran,0,2,0,0,A
193,mondiale,2022,2022-11-25,Qatar,Senegal,1,3,0,1,A
194,mondiale,2022,2022-11-25,Netherlands,Ecuador,1,1,1,0,D
195,mondiale,2022,2022-11-25,England,USA,0,0,0,0,D
196,mondiale,2022,2022-11-26,Tunisia,Australia,0,1,0,1,A
197,mondiale,2022,2022-11-26,Poland,Saudi Arabia,2,0,1,0,H
198,mondiale,2022,2022-11-26,France,Denmark,2,1,0,0,H
199,mondiale,2022,2022-11-26,Argentina,Mexico,2,0,0,0,H
200,mondiale,2022,2022-11-27,Japan,Costa Rica,0,1,0,0,A
201,mondiale,2022,2022-11-27,Belgium,Morocco,0,2,0,0,A
202,mondiale,2022,2022-11-27,Croatia,Canada,4,1,2,1,H
203,mondiale,2022,2022-11-27,Spain,Germany,1,1,0,0,D
204,mondiale,2022,2022-11-28,Cameroon,Serbia,3,3,1,2,D
205,mondiale,2022,2022-11-28,South Korea,Ghana,2,3,0,2,A
206,mondiale,2022,2022-11-28,Brazil,Switzerland,1,0,0,0,H
207,mondiale,2022,2022-11-28,Portugal,Uruguay,2,0,0,0,H
208,mondiale,2022,2022-11-29,Netherlands,Qatar,2,0,1,0,H
209,mondiale,2022,2022-11-29,Ecuador,Senegal,1,2,0,1,A
210,mondiale,2022,2022-11-29,Iran,USA,0,1,0,1,A
211,mondiale,2022,2022-11-29,Wales,England,0,3,0,0,A
212,mondiale,2022,2022-11-30,Australia,Denmark,1,0,0,0,H
213,mondiale,2022,2022-11-30,Tunisia,France,1,0,0,0,H
214,mondiale,2022,2022-11-30,Saudi Arabia,Mexico,1,2,0,0,A
215,mondiale,2022,2022-11-30,Poland,Argentina,0,2,0,0,A
216,mondiale,2022,2022-12-01,Croatia,Belgium,0,0,0,0,D
217,mondiale,2022,2022-12-01,Canada,Morocco,1,2,1,2,A
218,mondiale,2022,2022-12-01,Japan,Spain,2,1,0,1,H
219,mondiale,2022,2022-12-01,Costa Rica,Germany,2,4,0,1,A
220,mondiale,2022,2022-12-02,South Korea,Portugal,2,1,1,1,H
221,mondiale,2022,2022-12-02,Ghana,Uruguay,0,2,0,2,A
222,mondiale,2022,2022-12-02,Serbia,Switzerland,2,3,2,2,A
223,mondiale,2022,2022-12-02,Cameroon,Brazil,1,0,0,0,H
224,mondiale,2022,2022-12-03,Netherlands,USA,3,1,2,0,H
225,mondiale,2022,2022-12-03,Argentina,Australia,2,1,1,0,H
226,mondiale,2022,2022-12-04,France,Poland,3,1,1,0,H
227,mondiale,2022,2022-12-04,England,Senegal,3,0,2,0,H
228,mondiale,2022,2022-12-05,Brazil,South Korea,4,1,4,0,H
229,mondiale,2022,2022-12-06,Portugal,Switzerland,6,1,2,0,H
230,mondiale,2022,2022-12-10,Morocco,Portugal,1,0,1,0,H
231,mondiale,2022,2022-12-10,England,France,1,2,0,1,A
232,mondiale,2022,2022-12-13,Argentina,Croatia,3,0,2,0,H
233,mondiale,2022,2022-12-14,France,Morocco,2,0,1,0,H
234,mondiale,2022,2022-12-17,Croatia,Morocco,2,1,2,1,H
